,Datetime,Text
55,2021-06-29 17:00:03+00:00,Congrats to the winners of the 5k4India in-person run/walk! All of you were fantastic and we couldn't have asked for a better group for our first ever in-person event since COVID! #5k4india #truepassionfindspurpose #prayforIndia #Indianeedsoxygen #Indianeedshelp #texas #dallas https://t.co/51hmBwoJpH
56,2021-06-29 08:51:05+00:00,An update about our #IndiaNeedsOxygen campaign at @FeedingIndia. https://t.co/xsT0wNeJ2Z
57,2021-06-28 00:23:21+00:00,"Today’s Top News: 28-June-2021... 
https://t.co/lPd7tZIvpm
#news #LatestNews #BREAKING #BreakingNews #SportsNews #CoronaPandemic #IndiaNeedsOxygen"
58,2021-06-27 00:17:44+00:00,"Today’s Top News: 27-June-2021... 
https://t.co/z87keZ8RoA
#news #LatestNews #BREAKING #BreakingNews #SportsNews #CoronaPandemic #IndiaNeedsOxygen"
59,2021-06-26 04:54:10+00:00,"@nikal_yar 
श्मशान-कब्रिस्तान आबाद हैं।
हुकूमतें भी आबाद हैं। 
लेकिन जनता बर्बाद है। 
लाशों के ढेर पर खड़ा है हिन्दुस्तान।

#PrayForIndia 
#IndiaNeedsOxygen 
#ModiDisasterForIndia 
#ModiHataoDeshBachao 
#IndiaChoked 
#IndianLivesMatter https://t.co/yyAB0Ov0VW"
60,2021-06-26 04:53:17+00:00,"@KhaOmm 

श्मशान-कब्रिस्तान आबाद हैं।
हुकूमतें भी आबाद हैं। 
लेकिन जनता बर्बाद है। 
लाशों के ढेर पर खड़ा है हिन्दुस्तान।

#PrayForIndia 
#IndiaNeedsOxygen 
#ModiDisasterForIndia 
#ModiHataoDeshBachao 
#IndiaChoked 
#IndianLivesMatter https://t.co/Xvqi4zcwQV"
61,2021-06-24 15:37:55+00:00,"#مرد_مجاہد_عمران_خان
The remarks from Khan and Qureshi came after several Pakistani social media users on Friday tweeted, many of them using hashtags like #IndiaNeedsOxygen, to lend support to India. 
@Sheel_12 
@TeamPak_Alpha https://t.co/B8nCuZKokT"
62,2021-06-23 21:30:15+00:00,"@unicefchief What about the ones in Punjab and other states in India ?? 
Or do you just go to the states Indian government tell you to go to. I’m still waiting for a response from you too by the way from my email. ???
#FarmersProtest 
#Justice4All
#IndiaNeedsOxygen 
❤️🌍✌🏽
✊🏽✊🏽✊🏽✊🏽"
63,2021-06-23 19:07:47+00:00,"When indians are in their bad time Pakistanis are showing their support by tweeting #indianeedsoxygen and many more..
And Now indian reacts on Johar Town #Blast 💔 
Humanity die Bro
#JoharTown https://t.co/jOsbJLyiH7"
64,2021-06-23 12:56:11+00:00,"when🇮🇳was going through covid catastrophe few weeks ago,the top most twitter trends in🇵🇰was #indianeedsoxygen #PakStandswithindia,this is how civilised societies are supposed to behave.
Now on today's #lahoreblast incident indians
as usual are busy in making the fun of victims."
65,2021-06-23 11:42:24+00:00,"@Sullacide @Zarrar919 @TheWolfpackIN Imagine being a follower of cult that makes fun of dead school children 
Whereas Pakistanis tweeted #indianeedsoxygen the other side mocks of dead children"
66,2021-06-23 10:58:32+00:00,"#indianeedsoxygen 
#HumanityFirst https://t.co/mmIVUvrh9M"
67,2021-06-23 00:19:03+00:00,"Today’s Top News: 23-June-2021... 
https://t.co/DRtV8r6gXi
#news #LatestNews #BREAKING #BreakingNews #SportsNews #CoronaPandemic #IndiaNeedsOxygen"
68,2021-06-22 15:23:48+00:00,"@Mehar10Rider @kakakuk43296411 @realmqasim Do U understand what a typo is? Do U also understand how the i is right next to the u on the keyboard? Nah man, do U not remember #indianeedsoxygen? LOL. Y’all can’t even breathe 😂😂😂Also wagging hota hai. English nahi aati tou bola maat kar. Aukad mai raho behtar hai."
69,2021-06-22 00:29:32+00:00,"Today’s Top News: 22-June-2021... 
https://t.co/ohNczjhbdO
#news #LatestNews #BREAKING #BreakingNews #SportsNews #CoronaPandemic #IndiaNeedsOxygen"
70,2021-06-21 03:01:57+00:00,@CommissionerSMC આ ચાર ફોટા જુઓ આ બધા ને શેર કરો આ સુરત મહાનગરપાલિકા ની સચ્ચાઈ છે #aap #isuratcity #मोदीसरकार #kajalagarwal #AmitShah #VijayRupani #BJP #IndiaNeedsOxygen #GujaratNeedOxygen #Ahmedabad #CMOGuj #Mysurat #Fitsuratitsurat #newsgujarati  #Taukaealert https://t.co/g3buGXb5oZ https://t.co/4pnQ9Bdhdu
71,2021-06-21 02:57:21+00:00,@banchha1 આ ચાર ફોટા જુઓ આ બધા ને શેર કરો આ સુરત મહાનગરપાલિકા ની સચ્ચાઈ છે #aap #isuratcity #मोदीसरकार #kajalagarwal #AmitShah #VijayRupani #BJP #IndiaNeedsOxygen #GujaratNeedOxygen #Ahmedabad #CMOGuj #cyclone #TauktaeCyclone #tauktaecyclonenewsgujarati #Taukaealert https://t.co/g3buGXb5oZ https://t.co/R38Zqgu8VX
72,2021-06-19 10:52:04+00:00,"@alltimelazyy श्मशान-कब्रिस्तान आबाद हैं।
हुकूमतें भी आबाद हैं। 
लेकिन जनता बर्बाद है। 
लाशों के ढेर पर खड़ा है हिन्दुस्तान।

#PrayForIndia 
#IndiaNeedsOxygen 
#ModiDisasterForIndia 
#ModiHataoDeshBachao 
#IndiaChoked 
#IndianLivesMatter https://t.co/sbwM8kRbDx"
73,2021-06-19 02:00:19+00:00,"@Manik_M_Jolly You are forgetting that common Pakistanis trended #indianeedsoxygen whereas a common bharti is seen celebrating PIA plane crash last year, and recently train collusion in Sindh and many other incidents! Common Indian is engulfed by hateful hindutva ideology..."
74,2021-06-18 14:18:55+00:00,"@tayyar_org حدا بيعرف شو صار بمتحوّر الهند ؟؟#indianVariant
#indiaNeedsOxygen
ما عدنا سمعنا فيه؟
ليش؟ لأن عم تاخدوا اللقاح-السام؟؟
#plandemie"
75,2021-06-18 10:57:59+00:00,"URGENT FUNDRAISER: OXYGEN SUPPLIES FOR INDIA! We are endeavouring to supply as many Oxygen Concentrators to those in desperate need of oxygen in India. Please help by giving what you can and #SHARE THIS POST!

#IndiaNeedsOxygen #IndiaCovidCrisis #India

https://t.co/8gktg0qcJU https://t.co/YFbSPCHVLW"
76,2021-06-18 01:21:17+00:00,"@mrittyyunjay @palestinnianso Or tum log at least tatti krne ka tareqa e badal lo.
#haramkhorindian
#indianeedsoxygen
Remember when it was trending in Pakistan"
77,2021-06-17 15:26:26+00:00,"@maheennayyer19 

श्मशान-कब्रिस्तान आबाद हैं।
हुकूमतें भी आबाद हैं। 
लेकिन जनता बर्बाद है। 
लाशों के ढेर पर खड़ा है हिन्दुस्तान।

#PrayForIndia 
#IndiaNeedsOxygen 
#ModiDisasterForIndia 
#ModiHataoDeshBachao 
#IndiaChoked 
#IndianLivesMatter https://t.co/4XahY5bI9M"
78,2021-06-17 05:51:25+00:00,"#Oxygen Plant being manufactured under the technical license from #CSIR Ministry of Science and Technology, Govt. of India.
@IMAIndiaOrg @aiims_nd #PSATechnology #oxygenemergency #medicalcollege #medicalinstitutes #medicalemergency #oxygengenerator #indianeedsoxygen https://t.co/wML4IwCwAp"
79,2021-06-16 13:31:51+00:00,"URGENT FUNDRAISER: OXYGEN SUPPLIES FOR INDIA! We are endeavouring to supply as many Oxygen Concentrators to those in desperate need of oxygen in India. Please help by giving what you can and SHARE THIS POST!

#IndiaNeedsOxygen #IndiaCovidCrisis #India

https://t.co/8gktg0qcJU https://t.co/u43fG2YmSp"
80,2021-06-16 12:46:29+00:00,"@HelviusC @ashrayrs @aviation07101 A drama which promotes harmony &amp; peace is being seen as against Pakistan's Kashmir narrative?

Came across some handles which were bragging about how peaceful Pak awam is, after trending #indianeedsoxygen.
But now same people are against show which promotes peace &amp; harmony!!"
81,2021-06-16 08:07:04+00:00,"Join the competition and sign up today at https://t.co/prpmBmEgHG

#5k4india #truepassionfindspurpose #prayforIndia #Indianeedsoxygen #Indianeedshelp #helpIndiabreathe #covid19India #texas #texascountry #texasrunner #dallastexas #runtogether #savelifes https://t.co/UtFwUD2ey5"
82,2021-06-16 00:29:52+00:00,"Today’s Top News: 16-June-2021... 
https://t.co/brDH5r4enG
#news #LatestNews #BREAKING #BreakingNews #SportsNews #CoronaPandemic #IndiaNeedsOxygen"
83,2021-06-15 17:55:11+00:00,"@aima_kh 

श्मशान-कब्रिस्तान आबाद हैं।
हुकूमतें भी आबाद हैं। 
लेकिन जनता बर्बाद है। 
लाशों के ढेर पर खड़ा है हिन्दुस्तान।

#PrayForIndia 
#IndiaNeedsOxygen 
#ModiDisasterForIndia 
#ModiHataoDeshBachao 
#IndiaChoked 
#IndianLivesMatter https://t.co/WxI1TClYvw"
84,2021-06-15 08:07:03+00:00,"5k4India Run/Walk (Virtual-You select the time and place): June 26th through July 26th. Sign Up Today at https://t.co/rYZYAocaxh

#5k4india #truepassionfindspurpose #prayforIndia #Indianeedsoxygen #Indianeedshelp #helpIndiabreathe #covid19India #texas #texascountry #texasrunner https://t.co/MPT8CUpqZp"
85,2021-06-15 03:11:56+00:00,"Heartbreaking! While we debate,accuse,defend #RamMandirScam the common man continues to lose his life due to lack of basic medical facilities! What is the point in building a grand Mandir while we r unable to protect people's right to life? 
#ShameOnUs 
@BDUTT 
#indianeedsoxygen https://t.co/FKinLTJ4Re"
86,2021-06-15 01:36:51+00:00,"Sign Up by Tuesday, June 15th, to ensure you get a T-shirt in your size. 
⠀
 https://t.co/prpmBmEgHG
⠀
#5k4india #truepassionfindspurpose #prayforIndia #Indianeedsoxygen #Indianeedshelp #helpIndiabreathe #covid19India #texas #texascountry #texasrunner #dallastexas #runtogether https://t.co/Bgaqvub42Z"
87,2021-06-15 00:12:46+00:00,"Today’s Top News: 15-June-2021... 
https://t.co/l9B366nkFf
#news #LatestNews #BREAKING #BreakingNews #SportsNews #CoronaPandemic #IndiaNeedsOxygen"
88,2021-06-14 15:27:58+00:00,"URGENT FUNDRAISER: OXYGEN SUPPLIES FOR INDIA! We are endeavouring to supply as many Oxygen Concentrators to those in desperate need of oxygen in India. Please help by giving what you can and SHARE THIS POST!

#IndiaNeedsOxygen #IndiaCovidCrisis #India

https://t.co/8gktg0qcJU https://t.co/TMPU1CQSnh"
89,2021-06-14 11:30:16+00:00,"#KANPUR

Oxygen Cylinder Refilling ONLY- Available
 
Hari Om Gas Plant

Contact: 8299550116

B-1/1, Site III, Industrial Area Rd, Panki

#Verified #kanpur #OxygenRefilling #available #IndiaNeedsOxygen    @JanBharatOrg"
90,2021-06-14 06:21:03+00:00,"#BREAKING: 1589 tankers carrying about 29544 MT of medical oxygen have under #OdishaPolice supervision &amp; escort from #Odisha to 17 deficit States/UTs, in the last 53 days.

#OdishaFightsCorona #OdishaCares #indianeedsoxygen https://t.co/FK6pLdUBCR"
91,2021-06-14 04:36:05+00:00,#FarmersProtest #farmersforthefuture #200_दिन_किसान_आंदोलन #200DaysOfFarmersProtest #AbolishDowrySaveDaughters #EndSarsNow #TigrayGenocide #SaveMyanmar #FreePalestine #AllLivesMatter #indianeedsoxygen #abcnews24 #AlJazeeraEnglish  #BanEvm_Save_Democracy #AntiFarmLaws
92,2021-06-14 02:17:33+00:00,#IndiaStandsWithIsrael #indianeedsoxygen #indianeedsvaccines https://t.co/0RVkDtea3L
93,2021-06-14 00:16:32+00:00,"Today’s Top News: 14-June-2021... 
https://t.co/LiftlcR67L
#news #LatestNews #BREAKING #BreakingNews #SportsNews #CoronaPandemic #IndiaNeedsOxygen"
94,2021-06-13 08:07:03+00:00,"India needs our help! ⠀
⠀
Sign Up Today at https://t.co/VPsqP4sk3F  and invite your friends, family, and co-workers.⠀
⠀
#5k4india #truepassionfindspurpose #prayforIndia #Indianeedsoxygen #Indianeedshelp #helpIndiabreathe #covid19India #texas #texascountry #texasrunner https://t.co/iah7p98qVW"
95,2021-06-13 05:54:47+00:00,"Donate @ https://t.co/PQ4710AJeV 

or 

Gpay, Phonepe, Paytm @ 8686600248

#donatetoday #donatenow #donations #donationsneeded #helpindia #indiafightscovid19 #covid19help #covid19indiahelp #covid19crisis #covid19india #indianeedsoxygen #indiafightscorona #donate #donateforacause"
96,2021-06-12 21:58:21+00:00,"Donate @ https://t.co/PQ4710AJeV 

or 

Gpay, Phonepe, Paytm @ 8686600248

#donatetoday #donatenow #donations #donationsneeded #helpindia #indiafightscovid19 #covid19help #covid19indiahelp #covid19crisis #covid19india #indianeedsoxygen #indiafightscorona #donate #donateforacause"
97,2021-06-12 17:04:02+00:00,"Atal Ji vs Modi ji 
Comment what u think who wins ??
#modi #atalbiharivajpayee #bjp #BJP_Fears_SocialMedia #indianeedsoxygen #indianeedsvaccines https://t.co/i4vETpLOtI"
